id,comuna,barrio,tipo_negocio,categoria,cantidad_actual,fecha_recoleccion
2054,8,San Miguel,restaurantes,alimentos,82,2026-03
2055,8,San Miguel,tiendas,retail,16,2026-03
2056,8,San Miguel,supermercados,retail,16,2026-03
2057,8,San Miguel,charcuterias,alimentos,97,2026-03
2058,8,San Miguel,licoreras,retail,23,2026-03
2059,8,San Miguel,veterinarias,servicios,108,2026-03
2060,8,San Miguel,peluquerias,servicios,43,2026-03
2061,8,San Miguel,droguerias,servicios,7,2026-03
2062,8,San Miguel,cacharrerias,retail,16,2026-03
2063,8,San Miguel,panaderias,alimentos,6,2026-03
2064,8,San Miguel,ferreterias,retail,10,2026-03
2065,9,Buenos Aires,cafeterias,alimentos,38,2026-03
2066,9,Buenos Aires,restaurantes,alimentos,109,2026-03
2067,9,Buenos Aires,tiendas,retail,44,2026-03
2068,9,Buenos Aires,supermercados,retail,82,2026-03
2069,9,Buenos Aires,charcuterias,alimentos,66,2026-03
2070,9,Buenos Aires,licoreras,retail,8,2026-03
2071,9,Buenos Aires,veterinarias,servicios,6,2026-03
2072,9,Buenos Aires,peluquerias,servicios,39,2026-03
2073,9,Buenos Aires,droguerias,servicios,50,2026-03
2074,9,Buenos Aires,cacharrerias,retail,39,2026-03
2075,9,Buenos Aires,panaderias,alimentos,35,2026-03
2076,9,Buenos Aires,ferreterias,retail,43,2026-03
2077,9,Miraflores,cafeterias,alimentos,45,2026-03
2078,9,Miraflores,restaurantes,alimentos,26,2026-03
2079,9,Miraflores,tiendas,retail,29,2026-03
2080,9,Miraflores,supermercados,retail,120,2026-03
2081,9,Miraflores,charcuterias,alimentos,107,2026-03
2082,9,Miraflores,licoreras,retail,89,2026-03
2083,9,Miraflores,veterinarias,servicios,17,2026-03
2084,9,Miraflores,peluquerias,servicios,115,2026-03
2085,9,Miraflores,droguerias,servicios,68,2026-03
2086,9,Miraflores,cacharrerias,retail,113,2026-03
2087,9,Miraflores,panaderias,alimentos,102,2026-03
2088,9,Miraflores,ferreterias,retail,50,2026-03
2089,9,Cataluña,cafeterias,alimentos,46,2026-03
2090,9,Cataluña,restaurantes,alimentos,9,2026-03
2091,9,Cataluña,tiendas,retail,48,2026-03
2092,9,Cataluña,supermercados,retail,71,2026-03
2093,9,Cataluña,charcuterias,alimentos,10,2026-03
2094,9,Cataluña,licoreras,retail,81,2026-03
2095,9,Cataluña,veterinarias,servicios,101,2026-03
2096,9,Cataluña,peluquerias,servicios,94,2026-03
2097,9,Cataluña,droguerias,servicios,114,2026-03
2098,9,Cataluña,cacharrerias,retail,75,2026-03
2099,9,Cataluña,panaderias,alimentos,36,2026-03
2100,9,Cataluña,ferreterias,retail,72,2026-03
2101,10,La Candelaria,cafeterias,alimentos,79,2026-03
2102,10,La Candelaria,restaurantes,alimentos,64,2026-03
2103,10,La Candelaria,tiendas,retail,8,2026-03
2104,10,La Candelaria,supermercados,retail,57,2026-03
2105,10,La Candelaria,charcuterias,alimentos,53,2026-03
2106,10,La Candelaria,licoreras,retail,67,2026-03
2107,10,La Candelaria,veterinarias,servicios,36,2026-03
2108,10,La Candelaria,peluquerias,servicios,27,2026-03
2109,10,La Candelaria,droguerias,servicios,96,2026-03
2110,10,La Candelaria,cacharrerias,retail,76,2026-03
2111,10,La Candelaria,panaderias,alimentos,102,2026-03
2112,10,La Candelaria,ferreterias,retail,91,2026-03
2113,10,Boston,cafeterias,alimentos,102,2026-03
2114,10,Boston,restaurantes,alimentos,15,2026-03
2115,10,Boston,tiendas,retail,26,2026-03
2116,10,Boston,supermercados,retail,33,2026-03
2117,10,Boston,charcuterias,alimentos,70,2026-03
2118,10,Boston,licoreras,retail,41,2026-03
2119,10,Boston,veterinarias,servicios,62,2026-03
2120,10,Boston,peluquerias,servicios,9,2026-03
2121,10,Boston,droguerias,servicios,64,2026-03
2122,10,Boston,cacharrerias,retail,48,2026-03
2123,10,Boston,panaderias,alimentos,44,2026-03
2124,10,Boston,ferreterias,retail,26,2026-03
2125,10,Prado,cafeterias,alimentos,40,2026-03
2126,10,Prado,restaurantes,alimentos,46,2026-03
2127,10,Prado,tiendas,retail,34,2026-03
2128,10,Prado,supermercados,retail,84,2026-03
2129,10,Prado,charcuterias,alimentos,103,2026-03
2130,10,Prado,licoreras,retail,36,2026-03
2131,10,Prado,veterinarias,servicios,89,2026-03
2132,10,Prado,peluquerias,servicios,90,2026-03
2133,10,Prado,droguerias,servicios,78,2026-03
2134,10,Prado,cacharrerias,retail,18,2026-03
2135,10,Prado,panaderias,alimentos,26,2026-03
2136,10,Prado,ferreterias,retail,119,2026-03
2137,11,Laureles,cafeterias,alimentos,52,2026-03
2138,11,Laureles,restaurantes,alimentos,49,2026-03
2139,11,Laureles,tiendas,retail,112,2026-03
2140,11,Laureles,supermercados,retail,40,2026-03
2141,11,Laureles,charcuterias,alimentos,70,2026-03
2142,11,Laureles,licoreras,retail,82,2026-03
2143,11,Laureles,veterinarias,servicios,18,2026-03
2144,11,Laureles,peluquerias,servicios,99,2026-03
2145,11,Laureles,droguerias,servicios,58,2026-03
2146,11,Laureles,cacharrerias,retail,61,2026-03
2147,11,Laureles,panaderias,alimentos,44,2026-03
2148,11,Laureles,ferreterias,retail,62,2026-03
2149,11,Estadio,cafeterias,alimentos,22,2026-03
2150,11,Estadio,restaurantes,alimentos,32,2026-03
2151,11,Estadio,tiendas,retail,28,2026-03
2152,11,Estadio,supermercados,retail,104,2026-03
2153,11,Estadio,charcuterias,alimentos,54,2026-03
2154,11,Estadio,licoreras,retail,33,2026-03
2155,11,Estadio,veterinarias,servicios,56,2026-03
2156,11,Estadio,peluquerias,servicios,50,2026-03
2157,11,Estadio,droguerias,servicios,31,2026-03
2158,11,Estadio,cacharrerias,retail,83,2026-03
2159,11,Estadio,panaderias,alimentos,8,2026-03
2160,11,Estadio,ferreterias,retail,45,2026-03
2161,11,Conquistadores,cafeterias,alimentos,84,2026-03
2162,11,Conquistadores,restaurantes,alimentos,25,2026-03
2163,11,Conquistadores,tiendas,retail,102,2026-03
2164,11,Conquistadores,supermercados,retail,26,2026-03
2165,11,Conquistadores,charcuterias,alimentos,71,2026-03
2166,11,Conquistadores,licoreras,retail,21,2026-03
2167,11,Conquistadores,veterinarias,servicios,14,2026-03
2168,11,Conquistadores,peluquerias,servicios,97,2026-03
2169,11,Conquistadores,droguerias,servicios,69,2026-03
2170,11,Conquistadores,cacharrerias,retail,83,2026-03
2171,11,Conquistadores,panaderias,alimentos,53,2026-03
2172,11,Conquistadores,ferreterias,retail,28,2026-03
2173,12,La America,cafeterias,alimentos,96,2026-03
2174,12,La America,restaurantes,alimentos,68,2026-03
2175,12,La America,tiendas,retail,83,2026-03
2176,12,La America,supermercados,retail,62,2026-03
2177,12,La America,charcuterias,alimentos,54,2026-03
2178,12,La America,licoreras,retail,72,2026-03
2179,12,La America,veterinarias,servicios,101,2026-03
2180,12,La America,peluquerias,servicios,99,2026-03
2181,12,La America,droguerias,servicios,38,2026-03
2182,12,La America,cacharrerias,retail,120,2026-03
2183,12,La America,panaderias,alimentos,109,2026-03
2184,12,La America,ferreterias,retail,61,2026-03
2185,12,Ferrini,cafeterias,alimentos,35,2026-03
2186,12,Ferrini,restaurantes,alimentos,58,2026-03
2187,12,Ferrini,tiendas,retail,42,2026-03
2188,12,Ferrini,supermercados,retail,88,2026-03
2189,12,Ferrini,charcuterias,alimentos,24,2026-03
2190,12,Ferrini,licoreras,retail,87,2026-03
2191,12,Ferrini,veterinarias,servicios,64,2026-03
2192,12,Ferrini,peluquerias,servicios,50,2026-03
2193,12,Ferrini,droguerias,servicios,10,2026-03
2194,12,Ferrini,cacharrerias,retail,98,2026-03
2195,12,Ferrini,panaderias,alimentos,36,2026-03
2196,12,Ferrini,ferreterias,retail,37,2026-03
2197,12,Calasanz,cafeterias,alimentos,82,2026-03
2198,12,Calasanz,restaurantes,alimentos,104,2026-03
2199,12,Calasanz,tiendas,retail,33,2026-03
2200,12,Calasanz,supermercados,retail,59,2026-03
2201,12,Calasanz,charcuterias,alimentos,15,2026-03
2202,12,Calasanz,licoreras,retail,13,2026-03
2203,12,Calasanz,veterinarias,servicios,74,2026-03
2204,12,Calasanz,peluquerias,servicios,91,2026-03
2205,12,Calasanz,droguerias,servicios,53,2026-03
2206,12,Calasanz,cacharrerias,retail,5,2026-03
2207,12,Calasanz,panaderias,alimentos,61,2026-03
2208,12,Calasanz,ferreterias,retail,18,2026-03
2209,13,San Javier,cafeterias,alimentos,20,2026-03
2210,13,San Javier,restaurantes,alimentos,87,2026-03
2211,13,San Javier,tiendas,retail,57,2026-03
2212,13,San Javier,supermercados,retail,8,2026-03
2213,13,San Javier,charcuterias,alimentos,62,2026-03
2214,13,San Javier,licoreras,retail,99,2026-03
2215,13,San Javier,veterinarias,servicios,48,2026-03
2216,13,San Javier,peluquerias,servicios,91,2026-03
2217,13,San Javier,droguerias,servicios,106,2026-03
2218,13,San Javier,cacharrerias,retail,69,2026-03
2219,13,San Javier,panaderias,alimentos,18,2026-03
2220,13,San Javier,ferreterias,retail,51,2026-03
2221,13,El Salado,cafeterias,alimentos,10,2026-03
2222,13,El Salado,restaurantes,alimentos,42,2026-03
2223,13,El Salado,tiendas,retail,30,2026-03
2224,13,El Salado,supermercados,retail,71,2026-03
2225,13,El Salado,charcuterias,alimentos,26,2026-03
2226,13,El Salado,licoreras,retail,18,2026-03
2227,13,El Salado,veterinarias,servicios,86,2026-03
2228,13,El Salado,peluquerias,servicios,69,2026-03
2229,13,El Salado,droguerias,servicios,55,2026-03
2230,13,El Salado,cacharrerias,retail,64,2026-03
2231,13,El Salado,panaderias,alimentos,87,2026-03
2232,13,El Salado,ferreterias,retail,83,2026-03
2233,13,20 de Julio,cafeterias,alimentos,38,2026-03
2234,13,20 de Julio,restaurantes,alimentos,109,2026-03
2235,13,20 de Julio,tiendas,retail,120,2026-03
2236,13,20 de Julio,supermercados,retail,33,2026-03
2237,13,20 de Julio,charcuterias,alimentos,53,2026-03
2238,13,20 de Julio,licoreras,retail,45,2026-03
2239,13,20 de Julio,veterinarias,servicios,115,2026-03
2240,13,20 de Julio,peluquerias,servicios,74,2026-03
2241,13,20 de Julio,droguerias,servicios,59,2026-03
2242,13,20 de Julio,cacharrerias,retail,5,2026-03
2243,13,20 de Julio,panaderias,alimentos,20,2026-03
2244,13,20 de Julio,ferreterias,retail,18,2026-03
2245,14,El Poblado,cafeterias,alimentos,113,2026-03
2246,14,El Poblado,restaurantes,alimentos,35,2026-03
2247,14,El Poblado,tiendas,retail,82,2026-03
2248,14,El Poblado,supermercados,retail,120,2026-03
2249,14,El Poblado,charcuterias,alimentos,81,2026-03
2250,14,El Poblado,licoreras,retail,80,2026-03
2251,14,El Poblado,veterinarias,servicios,18,2026-03
2252,14,El Poblado,peluquerias,servicios,87,2026-03
2253,14,El Poblado,droguerias,servicios,28,2026-03
2254,14,El Poblado,cacharrerias,retail,21,2026-03
2255,14,El Poblado,panaderias,alimentos,106,2026-03
2256,14,El Poblado,ferreterias,retail,57,2026-03
2257,14,Provenza,cafeterias,alimentos,10,2026-03
2258,14,Provenza,restaurantes,alimentos,10,2026-03
2259,14,Provenza,tiendas,retail,71,2026-03
2260,14,Provenza,supermercados,retail,36,2026-03
2261,14,Provenza,charcuterias,alimentos,34,2026-03
2262,14,Provenza,licoreras,retail,59,2026-03
2263,14,Provenza,veterinarias,servicios,39,2026-03
2264,14,Provenza,peluquerias,servicios,15,2026-03
2265,14,Provenza,droguerias,servicios,78,2026-03
2266,14,Provenza,cacharrerias,retail,111,2026-03
2267,14,Provenza,panaderias,alimentos,88,2026-03
2268,14,Provenza,ferreterias,retail,32,2026-03
2269,14,Manila,cafeterias,alimentos,68,2026-03
2270,14,Manila,restaurantes,alimentos,45,2026-03
2271,14,Manila,tiendas,retail,104,2026-03
2272,14,Manila,supermercados,retail,6,2026-03
2273,14,Manila,charcuterias,alimentos,35,2026-03
2274,14,Manila,licoreras,retail,33,2026-03
2275,14,Manila,veterinarias,servicios,32,2026-03
2276,14,Manila,peluquerias,servicios,32,2026-03
2277,14,Manila,droguerias,servicios,70,2026-03
2278,14,Manila,cacharrerias,retail,52,2026-03
2279,14,Manila,panaderias,alimentos,7,2026-03
2280,14,Manila,ferreterias,retail,70,2026-03
2281,15,Guayabal,cafeterias,alimentos,50,2026-03
2282,15,Guayabal,restaurantes,alimentos,71,2026-03
2283,15,Guayabal,tiendas,retail,25,2026-03
2284,15,Guayabal,supermercados,retail,38,2026-03
2285,15,Guayabal,charcuterias,alimentos,77,2026-03
2286,15,Guayabal,licoreras,retail,30,2026-03
2287,15,Guayabal,veterinarias,servicios,6,2026-03
2288,15,Guayabal,peluquerias,servicios,101,2026-03
2289,15,Guayabal,droguerias,servicios,115,2026-03
2290,15,Guayabal,cacharrerias,retail,79,2026-03
2291,15,Guayabal,panaderias,alimentos,31,2026-03
2292,15,Guayabal,ferreterias,retail,68,2026-03
2293,15,Trinidad,cafeterias,alimentos,38,2026-03
2294,15,Trinidad,restaurantes,alimentos,80,2026-03
2295,15,Trinidad,tiendas,retail,72,2026-03
2296,15,Trinidad,supermercados,retail,31,2026-03
2297,15,Trinidad,charcuterias,alimentos,84,2026-03
2298,15,Trinidad,licoreras,retail,83,2026-03
2299,15,Trinidad,veterinarias,servicios,14,2026-03
2300,15,Trinidad,peluquerias,servicios,108,2026-03
2301,15,Trinidad,droguerias,servicios,31,2026-03
2302,15,Trinidad,cacharrerias,retail,82,2026-03
2303,15,Trinidad,panaderias,alimentos,38,2026-03
2304,15,Trinidad,ferreterias,retail,41,2026-03
2305,15,Cristo Rey,cafeterias,alimentos,72,2026-03
2306,15,Cristo Rey,restaurantes,alimentos,49,2026-03
2307,15,Cristo Rey,tiendas,retail,109,2026-03
2308,15,Cristo Rey,supermercados,retail,84,2026-03
2309,15,Cristo Rey,charcuterias,alimentos,31,2026-03
2310,15,Cristo Rey,licoreras,retail,76,2026-03
2311,15,Cristo Rey,veterinarias,servicios,94,2026-03
2312,15,Cristo Rey,peluquerias,servicios,25,2026-03
2313,15,Cristo Rey,droguerias,servicios,110,2026-03
2314,15,Cristo Rey,cacharrerias,retail,105,2026-03
2315,15,Cristo Rey,panaderias,alimentos,74,2026-03
2316,15,Cristo Rey,ferreterias,retail,106,2026-03
2317,16,Belen,cafeterias,alimentos,85,2026-03
2318,16,Belen,restaurantes,alimentos,5,2026-03
2319,16,Belen,tiendas,retail,5,2026-03
2320,16,Belen,supermercados,retail,65,2026-03
2321,16,Belen,charcuterias,alimentos,92,2026-03
2322,16,Belen,licoreras,retail,118,2026-03
2323,16,Belen,veterinarias,servicios,67,2026-03
2324,16,Belen,peluquerias,servicios,107,2026-03
2325,16,Belen,droguerias,servicios,17,2026-03
2326,16,Belen,cacharrerias,retail,18,2026-03
2327,16,Belen,panaderias,alimentos,12,2026-03
2328,16,Belen,ferreterias,retail,40,2026-03
2329,16,Belen Rincon,cafeterias,alimentos,53,2026-03
2330,16,Belen Rincon,restaurantes,alimentos,53,2026-03
2331,16,Belen Rincon,tiendas,retail,83,2026-03
2332,16,Belen Rincon,supermercados,retail,39,2026-03
2333,16,Belen Rincon,charcuterias,alimentos,101,2026-03
2334,16,Belen Rincon,licoreras,retail,103,2026-03
2335,16,Belen Rincon,veterinarias,servicios,32,2026-03
2336,16,Belen Rincon,peluquerias,servicios,70,2026-03
2337,16,Belen Rincon,droguerias,servicios,25,2026-03
2338,16,Belen Rincon,cacharrerias,retail,53,2026-03
2339,16,Belen Rincon,panaderias,alimentos,23,2026-03
2340,16,Belen Rincon,ferreterias,retail,40,2026-03
2341,16,Loma de los Bernal,cafeterias,alimentos,7,2026-03
2342,16,Loma de los Bernal,restaurantes,alimentos,31,2026-03
2343,16,Loma de los Bernal,tiendas,retail,105,2026-03
2344,16,Loma de los Bernal,supermercados,retail,95,2026-03
2345,16,Loma de los Bernal,charcuterias,alimentos,29,2026-03
2346,16,Loma de los Bernal,licoreras,retail,53,2026-03
2347,16,Loma de los Bernal,veterinarias,servicios,77,2026-03
2348,16,Loma de los Bernal,peluquerias,servicios,54,2026-03
2349,16,Loma de los Bernal,droguerias,servicios,36,2026-03
2350,16,Loma de los Bernal,cacharrerias,retail,43,2026-03
2351,16,Loma de los Bernal,panaderias,alimentos,9,2026-03
2352,16,Loma de los Bernal,ferreterias,retail,60,2026-03
2353,1,Popular,cafeterias,alimentos,38,2026-03
2354,1,Popular,restaurantes,alimentos,14,2026-03
2355,1,Popular,tiendas,retail,85,2026-03
2356,1,Popular,supermercados,retail,12,2026-03
2357,1,Popular,charcuterias,alimentos,113,2026-03
2358,1,Popular,licoreras,retail,70,2026-03
2359,1,Popular,veterinarias,servicios,70,2026-03
2360,1,Popular,peluquerias,servicios,83,2026-03
2361,1,Popular,droguerias,servicios,112,2026-03
2362,1,Popular,cacharrerias,retail,119,2026-03
2363,1,Popular,panaderias,alimentos,35,2026-03
2364,1,Popular,ferreterias,retail,26,2026-03
2365,1,Santo Domingo Savio,cafeterias,alimentos,8,2026-03
2366,1,Santo Domingo Savio,restaurantes,alimentos,105,2026-03
2367,1,Santo Domingo Savio,tiendas,retail,69,2026-03
2368,1,Santo Domingo Savio,supermercados,retail,120,2026-03
2369,1,Santo Domingo Savio,charcuterias,alimentos,14,2026-03
2370,1,Santo Domingo Savio,licoreras,retail,80,2026-03
2371,1,Santo Domingo Savio,veterinarias,servicios,95,2026-03
2372,1,Santo Domingo Savio,peluquerias,servicios,108,2026-03
2373,1,Santo Domingo Savio,droguerias,servicios,79,2026-03
2374,1,Santo Domingo Savio,cacharrerias,retail,52,2026-03
2375,1,Santo Domingo Savio,panaderias,alimentos,42,2026-03
2376,1,Santo Domingo Savio,ferreterias,retail,86,2026-03
2377,1,Granizal,cafeterias,alimentos,14,2026-03
2378,1,Granizal,restaurantes,alimentos,120,2026-03
2379,1,Granizal,tiendas,retail,64,2026-03
2380,1,Granizal,supermercados,retail,64,2026-03
2381,1,Granizal,charcuterias,alimentos,82,2026-03
2382,1,Granizal,licoreras,retail,24,2026-03
2383,1,Granizal,veterinarias,servicios,34,2026-03
2384,1,Granizal,peluquerias,servicios,45,2026-03
2385,1,Granizal,droguerias,servicios,11,2026-03
2386,1,Granizal,cacharrerias,retail,48,2026-03
2387,1,Granizal,panaderias,alimentos,35,2026-03
2388,1,Granizal,ferreterias,retail,77,2026-03
2389,2,Santa Cruz,cafeterias,alimentos,84,2026-03
2390,2,Santa Cruz,restaurantes,alimentos,44,2026-03
2391,2,Santa Cruz,tiendas,retail,16,2026-03
2392,2,Santa Cruz,supermercados,retail,20,2026-03
2393,2,Santa Cruz,charcuterias,alimentos,7,2026-03
2394,2,Santa Cruz,licoreras,retail,31,2026-03
2395,2,Santa Cruz,veterinarias,servicios,57,2026-03
2396,2,Santa Cruz,peluquerias,servicios,35,2026-03
2397,2,Santa Cruz,droguerias,servicios,93,2026-03
2398,2,Santa Cruz,cacharrerias,retail,50,2026-03
2399,2,Santa Cruz,panaderias,alimentos,10,2026-03
2400,2,Santa Cruz,ferreterias,retail,23,2026-03
2401,2,La Rosa,cafeterias,alimentos,90,2026-03
2402,2,La Rosa,restaurantes,alimentos,72,2026-03
2403,2,La Rosa,tiendas,retail,81,2026-03
2404,2,La Rosa,supermercados,retail,5,2026-03
2405,2,La Rosa,charcuterias,alimentos,118,2026-03
2406,2,La Rosa,licoreras,retail,12,2026-03
2407,2,La Rosa,veterinarias,servicios,25,2026-03
2408,2,La Rosa,peluquerias,servicios,119,2026-03
2409,2,La Rosa,droguerias,servicios,50,2026-03
2410,2,La Rosa,cacharrerias,retail,71,2026-03
2411,2,La Rosa,panaderias,alimentos,21,2026-03
2412,2,La Rosa,ferreterias,retail,48,2026-03
2413,2,Andalucia,cafeterias,alimentos,55,2026-03
2414,2,Andalucia,restaurantes,alimentos,35,2026-03
2415,2,Andalucia,tiendas,retail,15,2026-03
2416,2,Andalucia,supermercados,retail,59,2026-03
2417,2,Andalucia,charcuterias,alimentos,65,2026-03
2418,2,Andalucia,licoreras,retail,18,2026-03
2419,2,Andalucia,veterinarias,servicios,44,2026-03
2420,2,Andalucia,peluquerias,servicios,68,2026-03
2421,2,Andalucia,droguerias,servicios,105,2026-03
2422,2,Andalucia,cacharrerias,retail,64,2026-03
2423,2,Andalucia,panaderias,alimentos,35,2026-03
2424,2,Andalucia,ferreterias,retail,5,2026-03
2425,3,Manrique Central,cafeterias,alimentos,113,2026-03
2426,3,Manrique Central,restaurantes,alimentos,91,2026-03
2427,3,Manrique Central,tiendas,retail,68,2026-03
2428,3,Manrique Central,supermercados,retail,25,2026-03
2429,3,Manrique Central,charcuterias,alimentos,53,2026-03
2430,3,Manrique Central,licoreras,retail,67,2026-03
2431,3,Manrique Central,veterinarias,servicios,117,2026-03
2432,3,Manrique Central,peluquerias,servicios,37,2026-03
2433,3,Manrique Central,droguerias,servicios,15,2026-03
2434,3,Manrique Central,cacharrerias,retail,33,2026-03
2435,3,Manrique Central,panaderias,alimentos,13,2026-03
2436,3,Manrique Central,ferreterias,retail,7,2026-03
2437,3,Santa Ines,cafeterias,alimentos,86,2026-03
2438,3,Santa Ines,restaurantes,alimentos,108,2026-03
2439,3,Santa Ines,tiendas,retail,103,2026-03
2440,3,Santa Ines,supermercados,retail,49,2026-03
2441,3,Santa Ines,charcuterias,alimentos,108,2026-03
2442,3,Santa Ines,licoreras,retail,76,2026-03
2443,3,Santa Ines,veterinarias,servicios,20,2026-03
2444,3,Santa Ines,peluquerias,servicios,120,2026-03
2445,3,Santa Ines,droguerias,servicios,117,2026-03
2446,3,Santa Ines,cacharrerias,retail,31,2026-03
2447,3,Santa Ines,panaderias,alimentos,14,2026-03
2448,3,Santa Ines,ferreterias,retail,93,2026-03
2449,3,El Raizal,cafeterias,alimentos,114,2026-03
2450,3,El Raizal,restaurantes,alimentos,83,2026-03
2451,3,El Raizal,tiendas,retail,65,2026-03
2452,3,El Raizal,supermercados,retail,75,2026-03
2453,3,El Raizal,charcuterias,alimentos,50,2026-03
2454,3,El Raizal,licoreras,retail,19,2026-03
2455,3,El Raizal,veterinarias,servicios,25,2026-03
2456,3,El Raizal,peluquerias,servicios,105,2026-03
2457,3,El Raizal,droguerias,servicios,114,2026-03
2458,3,El Raizal,cacharrerias,retail,75,2026-03
2459,3,El Raizal,panaderias,alimentos,28,2026-03
2460,3,El Raizal,ferreterias,retail,39,2026-03
2461,3,Zamora,cafeterias,alimentos,109,2026-03
2462,3,Zamora,restaurantes,alimentos,82,2026-03
2463,3,Zamora,tiendas,retail,63,2026-03
2464,3,Zamora,supermercados,retail,118,2026-03
2465,3,Zamora,charcuterias,alimentos,93,2026-03
2466,3,Zamora,licoreras,retail,43,2026-03
2467,3,Zamora,veterinarias,servicios,33,2026-03
2468,3,Zamora,peluquerias,servicios,84,2026-03
2469,3,Zamora,droguerias,servicios,70,2026-03
2470,3,Zamora,cacharrerias,retail,20,2026-03
2471,3,Zamora,panaderias,alimentos,91,2026-03
2472,3,Zamora,ferreterias,retail,109,2026-03
2473,4,Aranjuez,cafeterias,alimentos,51,2026-03
2474,4,Aranjuez,restaurantes,alimentos,20,2026-03
2475,4,Aranjuez,tiendas,retail,49,2026-03
2476,4,Aranjuez,supermercados,retail,21,2026-03
2477,4,Aranjuez,charcuterias,alimentos,6,2026-03
2478,4,Aranjuez,licoreras,retail,60,2026-03
2479,4,Aranjuez,veterinarias,servicios,48,2026-03
2480,4,Aranjuez,peluquerias,servicios,89,2026-03
2481,4,Aranjuez,droguerias,servicios,116,2026-03
2482,4,Aranjuez,cacharrerias,retail,25,2026-03
2483,4,Aranjuez,panaderias,alimentos,76,2026-03
2484,4,Aranjuez,ferreterias,retail,71,2026-03
2485,4,Berlin,cafeterias,alimentos,47,2026-03
2486,4,Berlin,restaurantes,alimentos,109,2026-03
2487,4,Berlin,tiendas,retail,71,2026-03
2488,4,Berlin,supermercados,retail,11,2026-03
2489,4,Berlin,charcuterias,alimentos,55,2026-03
2490,4,Berlin,licoreras,retail,98,2026-03
2491,4,Berlin,veterinarias,servicios,83,2026-03
2492,4,Berlin,peluquerias,servicios,50,2026-03
2493,4,Berlin,droguerias,servicios,14,2026-03
2494,4,Berlin,cacharrerias,retail,49,2026-03
2495,4,Berlin,panaderias,alimentos,37,2026-03
2496,4,Berlin,ferreterias,retail,44,2026-03
2497,4,Moravia,cafeterias,alimentos,102,2026-03
2498,4,Moravia,restaurantes,alimentos,81,2026-03
2499,4,Moravia,tiendas,retail,114,2026-03
2500,4,Moravia,supermercados,retail,10,2026-03
2501,4,Moravia,charcuterias,alimentos,57,2026-03
2502,4,Moravia,licoreras,retail,76,2026-03
2503,4,Moravia,veterinarias,servicios,52,2026-03
2504,4,Moravia,peluquerias,servicios,75,2026-03
2505,4,Moravia,droguerias,servicios,80,2026-03
2506,4,Moravia,cacharrerias,retail,9,2026-03
2507,4,Moravia,panaderias,alimentos,30,2026-03
2508,4,Moravia,ferreterias,retail,120,2026-03
2509,5,Castilla,cafeterias,alimentos,96,2026-03
2510,5,Castilla,restaurantes,alimentos,18,2026-03
2511,5,Castilla,tiendas,retail,72,2026-03
2512,5,Castilla,supermercados,retail,23,2026-03
2513,5,Castilla,charcuterias,alimentos,87,2026-03
2514,5,Castilla,licoreras,retail,26,2026-03
2515,5,Castilla,veterinarias,servicios,71,2026-03
2516,5,Castilla,peluquerias,servicios,99,2026-03
2517,5,Castilla,droguerias,servicios,69,2026-03
2518,5,Castilla,cacharrerias,retail,34,2026-03
2519,5,Castilla,panaderias,alimentos,27,2026-03
2520,5,Castilla,ferreterias,retail,109,2026-03
2521,5,Toscana,cafeterias,alimentos,26,2026-03
2522,5,Toscana,restaurantes,alimentos,25,2026-03
2523,5,Toscana,tiendas,retail,91,2026-03
2524,5,Toscana,supermercados,retail,57,2026-03
2525,5,Toscana,charcuterias,alimentos,64,2026-03
2526,5,Toscana,licoreras,retail,55,2026-03
2527,5,Toscana,veterinarias,servicios,20,2026-03
2528,5,Toscana,peluquerias,servicios,22,2026-03
2529,5,Toscana,droguerias,servicios,54,2026-03
2530,5,Toscana,cacharrerias,retail,27,2026-03
2531,5,Toscana,panaderias,alimentos,20,2026-03
2532,5,Toscana,ferreterias,retail,43,2026-03
2533,5,Boyaca,cafeterias,alimentos,100,2026-03
2534,5,Boyaca,restaurantes,alimentos,99,2026-03
2535,5,Boyaca,tiendas,retail,118,2026-03
2536,5,Boyaca,supermercados,retail,33,2026-03
2537,5,Boyaca,charcuterias,alimentos,109,2026-03
2538,5,Boyaca,licoreras,retail,30,2026-03
2539,5,Boyaca,veterinarias,servicios,91,2026-03
2540,5,Boyaca,peluquerias,servicios,118,2026-03
2541,5,Boyaca,droguerias,servicios,81,2026-03
2542,5,Boyaca,cacharrerias,retail,85,2026-03
2543,5,Boyaca,panaderias,alimentos,53,2026-03
2544,5,Boyaca,ferreterias,retail,117,2026-03
2545,6,Doce de Octubre,cafeterias,alimentos,99,2026-03
2546,6,Doce de Octubre,restaurantes,alimentos,37,2026-03
2547,6,Doce de Octubre,tiendas,retail,101,2026-03
2548,6,Doce de Octubre,supermercados,retail,11,2026-03
2549,6,Doce de Octubre,charcuterias,alimentos,63,2026-03
2550,6,Doce de Octubre,licoreras,retail,105,2026-03
2551,6,Doce de Octubre,veterinarias,servicios,31,2026-03
2552,6,Doce de Octubre,peluquerias,servicios,90,2026-03
2553,6,Doce de Octubre,droguerias,servicios,7,2026-03
2554,6,Doce de Octubre,cacharrerias,retail,52,2026-03
2555,6,Doce de Octubre,panaderias,alimentos,92,2026-03
2556,6,Doce de Octubre,ferreterias,retail,15,2026-03
2557,6,Pedregal,cafeterias,alimentos,84,2026-03
2558,6,Pedregal,restaurantes,alimentos,17,2026-03
